Book Id,Author,Author l-f,Additional Authors,ISBN,ISBN13,my_rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,matches,match_score,authors,description,average_rating,categories,title,combined_text
75513900.0,Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",0.0,4.17,,Kindle Edition,523.0,2023.0,2023.0,,2023/03/31,to-read,to-read (#305),to-read,,,,0.0,0.0,"[('where the crawdads sing', 50)]",86.0,,,,,powerless the powerless trilogy 1,powerless the powerless trilogy 1     to-read  2023.0
55927316.0,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0.0,4.52,,ebook,15.0,2020.0,2020.0,,2023/02/22,to-read,to-read (#304),to-read,,,,0.0,0.0,"[('the indian in the cupboard', 59)]",86.0,,,,,the drowning faith the poppy war 25,the drowning faith the poppy war 25     to-read  2020.0
45857086.0,R.F. Kuang,"Kuang, R.F.",,"=""0008339147""","=""9780008339142""",0.0,4.3,Harper Voyager,Hardcover,622.0,2020.0,2020.0,,2023/02/22,to-read,to-read (#303),to-read,,,,0.0,0.0,"[('the indian in the cupboard', 60)]",86.0,,,,,the burning god the poppy war 3,the burning god the poppy war 3     to-read Harper Voyager 2020.0
41118857.0,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",5.0,4.36,Harper Voyager,Hardcover,658.0,2019.0,2019.0,2023/02/22,2023/02/20,,,read,,,,1.0,0.0,"[('the indian in the cupboard', 59)]",86.0,,,,,the dragon republic the poppy war 2,the dragon republic the poppy war 2      Harper Voyager 2019.0
35068705.0,R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",4.0,4.17,Harper Voyager,Kindle Edition,545.0,2018.0,2018.0,2023/02/11,2023/01/15,,,read,,,,1.0,0.0,"[('the body in the library', 54)]",86.0,,,,,the poppy war the poppy war 1,the poppy war the poppy war 1      Harper Voyager 2018.0
32571395.0,Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",0.0,3.91,Delacorte Press,ebook,360.0,2017.0,2017.0,,2023/02/05,to-read,to-read (#302),to-read,,,,0.0,0.0,"[('one of us is lying', 63)]",90.0,,,,,one of us is lying one of us is lying 1,one of us is lying one of us is lying 1     to-read Delacorte Press 2017.0
3431.0,Mitch Albom,"Albom, Mitch",,"=""0786868716""","=""9780786868711""",0.0,4.01,Hyperion,Hardcover,196.0,2003.0,2003.0,,2023/02/05,to-read,to-read (#301),to-read,,,,0.0,0.0,"[('the riddle of the sands', 53)]",86.0,,,,,the five people you meet in heaven,the five people you meet in heaven     to-read Hyperion 2003.0
2429135.0,Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0.0,4.17,Viking Canada,Hardcover,480.0,2008.0,2005.0,,2023/02/05,to-read,to-read (#300),to-read,,,,0.0,0.0,"[('the girl on the train', 55)]",86.0,,,,,the girl with the dragon tattoo millennium 1,the girl with the dragon tattoo millennium 1     to-read Viking Canada 2008.0
38359036.0,Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",0.0,4.31,Harper,Hardcover,272.0,2018.0,2018.0,,2023/02/05,to-read,to-read (#299),to-read,,,,0.0,0.0,"[('the mysterious benedict society the mysterious benedict society 1', 48)]",86.0,,,,,the tattooist of auschwitz the tattooist of auschwitz 1,the tattooist of auschwitz the tattooist of auschwitz 1     to-read Harper 2018.0
1999475.0,Donald Miller,"Miller, Donald",,"=""0785213066""","=""9780785213062""",0.0,4.13,Thomas Nelson,Hardcover,255.0,2009.0,2009.0,,2023/02/05,to-read,to-read (#298),to-read,,,,0.0,0.0,"[('devil in a blue dress easy rawlins mysteries', 43)]",86.0,,,,,a million miles in a thousand years what i learned while editing my life,a million miles in a thousand years what i learned while editing my life     to-read Thomas Nelson 2009.0
60531406.0,Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""""","=""""",0.0,4.34,Dragonsteel Entertainment,Kindle Edition,443.0,2023.0,2023.0,,2023/01/31,to-read,to-read (#297),to-read,,,,0.0,0.0,"[('motel of the mysteries', 61)]",86.0,,,,,tress of the emerald sea,tress of the emerald sea     to-read Dragonsteel Entertainment 2023.0
54189398.0,Elena  Armas,"Armas, Elena",,"=""1668002531""","=""9781668002537""",3.0,3.8,Elena Armas,ebook,487.0,2021.0,2021.0,2023/01/28,2023/01/27,,,read,,,,1.0,0.0,"[('the no 1 ladies detective agency', 51)]",86.0,,,,,the spanish love deception love deception 1,the spanish love deception love deception 1      Elena Armas 2021.0
24473763.0,Grace Draven,"Draven, Grace",,"=""""","=""""",0.0,3.99,Grace Draven,Kindle Edition,297.0,2015.0,2015.0,,2023/01/15,to-read,to-read (#296),to-read,,,,0.0,0.0,"[('fragile things', 59)]",86.0,,,,,radiance wraith kings 1,radiance wraith kings 1     to-read Grace Draven 2015.0
56179377.0,T. Kingfisher,"Kingfisher, T.",,"=""1250244048""","=""9781250244048""",0.0,4.09,Tor Books,Hardcover,243.0,2022.0,2022.0,,2023/01/12,to-read,to-read (#295),to-read,,,,0.0,0.0,"[('tell no one', 61)]",61.0,,,,,nettle  bone,nettle  bone     to-read Tor Books 2022.0
25489134.0,Katherine Arden,"Arden, Katherine",,"=""1101885939""","=""9781101885932""",0.0,4.09,Del Rey,Hardcover,319.0,2017.0,2017.0,,2023/01/12,to-read,to-read (#294),to-read,,,,0.0,0.0,"[('the curious incident of the dog in the nighttime', 55)]",86.0,,,,,the bear and the nightingale the winternight trilogy 1,the bear and the nightingale the winternight trilogy 1     to-read Del Rey 2017.0
59571699.0,Ali Hazelwood,"Hazelwood, Ali",,"=""1408725789""","=""9781408725788""",4.0,3.9,Sphere,Kindle Edition,368.0,2022.0,2022.0,2023/01/11,2023/01/04,,,read,,,,1.0,0.0,"[('the girl on the train', 68)]",86.0,,,,,love on the brain,love on the brain      Sphere 2022.0
50623864.0,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",4.0,4.17,Tor Books,Hardcover,448.0,2020.0,2020.0,2023/01/04,2020/05/29,tbr-2021,tbr-2021 (#4),read,The last 100 pages was what I was looking for in this book. Those pages made me feel everything that I love about a good book. It might be abit an overhyped read but definitely worth reading!,,,1.0,0.0,"[('the invisible man', 60)]",86.0,,,,,the invisible life of addie larue,the invisible life of addie larue    The last 100 pages was what I was looking for in this book. Those pages made me feel everything that I love about a good book. It might be abit an overhyped read but definitely worth reading! tbr-2021 Tor Books 2020.0
58690308.0,Emily Henry,"Henry, Emily",,"=""0593334833""","=""9780593334836""",4.0,4.11,Berkley,Paperback,377.0,2022.0,2022.0,2022/12/31,2022/12/11,,,read,,,,1.0,0.0,"[('oliver twist', 52)]",86.0,,,,,book lovers,book lovers      Berkley 2022.0
32758185.0,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",5.0,4.4,Washington Square Press,ebook,400.0,2017.0,2017.0,2018/12/28,2018/12/23,best-of-best,best-of-best (#2),best-of-best,Finished it in less than a day! I couldn’t keep the book down for moment as it held my attention throughout the story. <br/>I think this is a book every reader should have in their shelf and mostly in a fictional book category!,,,1.0,0.0,"[('the caves of steel', 55)]",86.0,,,,,the seven husbands of evelyn hugo,the seven husbands of evelyn hugo    Finished it in less than a day! I couldn’t keep the book down for moment as it held my attention throughout the story. <br/>I think this is a book every reader should have in their shelf and mostly in a fictional book category! best-of-best Washington Square Press 2017.0
20174424.0,Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",4.0,4.1,Del Rey,Paperback,452.0,2014.0,2014.0,2022/12/19,2016/01/04,,,read,,,,1.0,0.0,"[('scary stories to tell in the dark', 51)]",86.0,,,,,city of stairs the divine cities 1,city of stairs the divine cities 1      Del Rey 2014.0
60393672.0,Colleen Hoover,"Hoover, Colleen",,"=""1668001225""","=""9781668001226""",4.0,3.85,Atria Books,Paperback,324.0,2022.0,2022.0,2022/12/15,2022/10/14,,,read,,,,1.0,0.0,"[('the house with a clock in its walls', 49)]",86.0,,,,,it starts with us it ends with us 2,it starts with us it ends with us 2      Atria Books 2022.0
60021196.0,Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316341886""","=""9780316341882""",0.0,3.86,"Little, Brown Books for Young Readers",Hardcover,401.0,2022.0,2022.0,,2022/12/10,to-read,to-read (#293),to-read,,,,0.0,0.0,"[('at the back of the north wind', 49)]",86.0,,,,,kingdom of the feared kingdom of the wicked 3,"kingdom of the feared kingdom of the wicked 3     to-read Little, Brown Books for Young Readers 2022.0"
57789637.0,Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,"=""0063031302""","=""9780063031302""",0.0,4.08,Harper Voyager,Hardcover,503.0,2022.0,2022.0,,2022/12/10,to-read,to-read (#292),to-read,,,,0.0,0.0,"[('the case of the missing marquess enola holmes 1', 51)]",86.0,,,,,daughter of the moon goddess the celestial kingdom 1,daughter of the moon goddess the celestial kingdom 1     to-read Harper Voyager 2022.0
57693172.0,Stacy Willingham,"Willingham, Stacy",,"=""1250803829""","=""9781250803825""",0.0,3.98,Minotaur Books,Hardcover,357.0,2022.0,2022.0,,2022/12/10,to-read,to-read (#291),to-read,,,,0.0,0.0,"[('scary stories to tell in the dark', 59)]",86.0,,,,,a flicker in the dark,a flicker in the dark     to-read Minotaur Books 2022.0
50370440.0,Dani Atkins,"Atkins, Dani",,"=""""","=""""",0.0,4.29,Head of Zeus,Kindle Edition,349.0,2021.0,2021.0,,2022/12/05,to-read,to-read (#290),to-read,,,,0.0,0.0,"[('a pocket full of rye', 67)]",86.0,,,,,a sky full of stars,a sky full of stars     to-read Head of Zeus 2021.0
36538785.0,Cassandra Clare,"Clare, Cassandra",,"=""1442468432""","=""9781442468436""",4.0,4.32,Margaret K. McElderry Books,Hardcover,912.0,2018.0,2018.0,2020/06/08,2019/12/22,,,read,3.5,,,1.0,0.0,"[('over sea under stone the dark is rising 1', 53)]",86.0,,,,,queen of air and darkness the dark artifices 3,queen of air and darkness the dark artifices 3    3.5  Margaret K. McElderry Books 2018.0
2802316.0,Richelle Mead,"Mead, Richelle",,"=""1595141979""","=""9781595141972""",5.0,4.33,Razorbill,Paperback,443.0,2008.0,2008.0,2016/03/25,2016/02/24,,,read,,,,1.0,0.0,"[('the austere academy', 54)]",86.0,,,,,shadow kiss vampire academy 3,shadow kiss vampire academy 3      Razorbill 2008.0
23568841.0,Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",5.0,4.08,Walker Books,Kindle Edition,16.0,2014.0,2014.0,2016/04/12,2022/11/17,,,read,,,,2.0,0.0,"[('the old man in the corner', 55)]",86.0,,,,,the voicemail of magnus bane the bane chronicles 11,the voicemail of magnus bane the bane chronicles 11      Walker Books 2014.0
58293924.0,Holly Black,"Black, Holly",,"=""1250812194""","=""9781250812193""",0.0,3.54,Tor Books,Hardcover,304.0,2022.0,2022.0,,2022/11/09,to-read,to-read (#289),to-read,,,,0.0,0.0,"[('the book of the damned', 47)]",86.0,,,,,book of night book of night 1,book of night book of night 1     to-read Tor Books 2022.0
60321061.0,Matthew Quick,"Quick, Matthew",,"=""1668005425""","=""9781668005422""",0.0,3.79,Avid Reader Press / Simon & Schuster,Hardcover,256.0,2022.0,2022.0,,2022/11/09,to-read,to-read (#288),to-read,,,,0.0,0.0,"[('where are the children', 63)]",86.0,,,,,we are the light,we are the light     to-read Avid Reader Press / Simon & Schuster 2022.0
33643994.0,Tricia Levenseller,"Levenseller, Tricia",,"=""1250095964""","=""9781250095961""",4.0,3.94,Feiwel  and Friends,Hardcover,308.0,2017.0,2017.0,2022/11/06,2022/11/05,,,read,,,,1.0,0.0,"[('nate the great nate the great', 56)]",86.0,,,,,daughter of the pirate king daughter of the pirate king 1,daughter of the pirate king daughter of the pirate king 1      Feiwel  and Friends 2017.0
46041199.0,Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,"=""1631496700""","=""9781631496707""",0.0,4.17,Liveright,Hardcover,163.0,2020.0,2016.0,,2022/11/03,to-read,to-read (#287),to-read,,,,0.0,0.0,"[('killing floor', 47)]",60.0,,,,,kim jiyoung born 1982,kim jiyoung born 1982     to-read Liveright 2020.0
44421460.0,Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",0.0,3.67,Picador,Paperback,213.0,2019.0,2015.0,,2022/11/03,to-read,to-read (#286),to-read,,,,0.0,0.0,"[('the case of the velvet claws', 47)]",86.0,,,,,before the coffee gets cold before the coffee gets cold 1,before the coffee gets cold before the coffee gets cold 1     to-read Picador 2019.0
58064046.0,V.E. Schwab,"Schwab, V.E.","Victoria Schwab, Manuel Sumberac","=""0062835777""","=""9780062835772""",0.0,3.71,Greenwillow Books,Hardcover,338.0,2022.0,2022.0,,2022/10/30,to-read,to-read (#285),to-read,,,,0.0,0.0,"[('carmilla', 53)]",64.0,,,,,gallant,gallant     to-read Greenwillow Books 2022.0
33541039.0,Megan Derr,"Derr, Megan",,"=""1684310601""","=""9781684310609""",0.0,4.12,Less Than Three ,Kindle Edition,499.0,2017.0,2017.0,,2022/10/30,to-read,to-read (#284),to-read,,,,0.0,0.0,"[('the technique of the mystery story', 51)]",86.0,,,,,the heart of the lost star tales of the high court 3,the heart of the lost star tales of the high court 3     to-read Less Than Three  2017.0
32333174.0,Cindy Pon,"Pon, Cindy",,"=""1481489224""","=""9781481489225""",0.0,3.72,Simon & Schuster Books for Young Readers,Hardcover,328.0,2017.0,2017.0,,2022/10/30,to-read,to-read (#283),to-read,,,,0.0,0.0,"[('atlantis found', 48)]",86.0,,,,,want want 1,want want 1     to-read Simon & Schuster Books for Young Readers 2017.0
25902535.0,Megan Derr,"Derr, Megan",,"=""1620046245""","=""9781620046241""",0.0,4.06,Less Than Three,Paperback,410.0,2015.0,2012.0,,2022/10/16,to-read,to-read (#282),to-read,,,,0.0,0.0,"[('the curious incident of the dog in the nighttime', 53)]",86.0,,,,,the high kings golden tongue tales of the high court 1,the high kings golden tongue tales of the high court 1     to-read Less Than Three 2015.0
36492488.0,Hafsah Faizal,"Faizal, Hafsah",,"=""0374311544""","=""9780374311544""",0.0,3.87,"Farrar, Straus and Giroux",Hardcover,472.0,2019.0,2019.0,,2022/10/12,to-read,to-read (#281),to-read,,,,0.0,0.0,"[('the ruby in the smoke sally lockhart 1', 54)]",86.0,,,,,we hunt the flame sands of arawiya 1,"we hunt the flame sands of arawiya 1     to-read Farrar, Straus and Giroux 2019.0"
34726469.0,Adrienne Young,"Young, Adrienne",,"=""1250168457""","=""9781250168450""",0.0,3.93,Wednesday Books,Hardcover,340.0,2018.0,2018.0,,2022/10/12,to-read,to-read (#280),to-read,,,,0.0,0.0,"[('why didnt they ask evans', 57)]",86.0,,,,,sky in the deep sky and sea 1,sky in the deep sky and sea 1     to-read Wednesday Books 2018.0
32487648.0,Jessica Park,"Park, Jessica",,"=""1503943364""","=""9781503943360""",0.0,3.95,Skyscape,Paperback,300.0,2017.0,2017.0,,2022/10/12,to-read,to-read (#279),to-read,,,,0.0,0.0,"[('a case of need', 48)]",60.0,,,,,180 seconds,180 seconds     to-read Skyscape 2017.0
43263680.0,Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",5.0,4.01,Flatiron Books,Hardcover,461.0,2019.0,2019.0,2022/10/09,2020/02/28,"best-books, best-of-best","best-books (#1), best-of-best (#1)",best-of-best,"The book literally devoured me.<br/><br/>Honestly I had no high hopes of liking this book even though it was very very hyped but later on I thought to give it a chance. After rereading the first few pages for 4/5th time since 2020 and failing miserably to continue the book, I decided to buy the hardcopy (very smart of me). Little did I know it was one of the best decisions that I had ever taken. <br/><br/>I would highly agree that the initial first 100 pages were slow and most of time I was pretty clueless with what's going on. The world also seemed hard to understand as well as the characters. However, the story really picked up from the middle and it didn't stop. This is a book which makes you stay awake 5am in the morning. Eventually I came to love all the characters, specially Alex , Dawes , Turner and DARLINGTON. <br/><br/>At first, I thought of giving it a 4 out of 5 stars but the final 100 pages made up for everything and it truly deserves a 5⭐.",,,1.0,0.0,"[('the red house mystery', 58)]",86.0,,,,,ninth house alex stern 1,"ninth house alex stern 1    The book literally devoured me.<br/><br/>Honestly I had no high hopes of liking this book even though it was very very hyped but later on I thought to give it a chance. After rereading the first few pages for 4/5th time since 2020 and failing miserably to continue the book, I decided to buy the hardcopy (very smart of me). Little did I know it was one of the best decisions that I had ever taken. <br/><br/>I would highly agree that the initial first 100 pages were slow and most of time I was pretty clueless with what's going on. The world also seemed hard to understand as well as the characters. However, the story really picked up from the middle and it didn't stop. This is a book which makes you stay awake 5am in the morning. Eventually I came to love all the characters, specially Alex , Dawes , Turner and DARLINGTON. <br/><br/>At first, I thought of giving it a 4 out of 5 stars but the final 100 pages made up for everything and it truly deserves a 5⭐. best-books, best-of-best Flatiron Books 2019.0"
60652997.0,Leigh Bardugo,"Bardugo, Leigh",,"=""1250313104""","=""9781250313102""",0.0,4.11,Flatiron Books,Hardcover,481.0,2023.0,2023.0,,2022/10/08,to-read,to-read (#278),to-read,,,,0.0,0.0,"[('the seven dials mystery', 58)]",86.0,,,,,hell bent alex stern 2,hell bent alex stern 2     to-read Flatiron Books 2023.0
52871061.0,RuNyx,"RuNyx, RuNyx",,"=""""","=""""",0.0,3.99,,Paperback,318.0,2020.0,2020.0,2022/10/05,2022/09/30,,,read,,,,1.0,0.0,"[('the secret adversary', 58)]",86.0,,,,,the predator dark verse 1,the predator dark verse 1       2020.0
55285911.0,Elise Kova,"Kova, Elise",,"=""1949694283""","=""9781949694284""",0.0,3.7,Silver Wing Press,Paperback,317.0,2020.0,2020.0,,2022/09/30,to-read,to-read (#277),to-read,,,,0.0,0.0,"[('the man in the queue inspector alan grant 1', 49)]",86.0,,,,,a deal with the elf king married to magic 1,a deal with the elf king married to magic 1     to-read Silver Wing Press 2020.0
40381392.0,Stephanie Garber,"Garber, Stephanie",,"=""1250157668""","=""9781250157669""",4.0,4.14,Flatiron Books,Hardcover,478.0,2019.0,2019.0,2022/09/14,2019/02/28,,,read,,,,1.0,0.0,"[('i alex cross', 50)]",86.0,,,,,finale caraval 3,finale caraval 3      Flatiron Books 2019.0
58100280.0,Sarah       Adams,"Adams, Sarah",,"=""""","=""""",4.0,3.71,,Kindle Edition,306.0,2021.0,2021.0,2022/07/22,2022/07/18,,,read,,,,1.0,0.0,"[('the case of the velvet claws', 56)]",86.0,,,,,the cheat sheet the cheat sheet 1,the cheat sheet the cheat sheet 1       2021.0
21535271.0,Patrick Rothfuss,"Rothfuss, Patrick",Nate Taylor,"=""0756410436""","=""9780756410438""",0.0,3.87,DAW Books,Hardcover,159.0,2014.0,2014.0,,2022/06/02,to-read,to-read (#276),to-read,,,,0.0,0.0,"[('the case of the missing marquess enola holmes 1', 49)]",86.0,,,,,the slow regard of silent things the kingkiller chronicle 25,the slow regard of silent things the kingkiller chronicle 25     to-read DAW Books 2014.0
21032488.0,Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0.0,3.53,Gollancz,Hardcover,896.0,,,,2022/06/02,to-read,to-read (#275),to-read,,,,0.0,0.0,"[('the hound of the baskervilles', 51)]",86.0,,,,,the doors of stone the kingkiller chronicle 3,the doors of stone the kingkiller chronicle 3     to-read Gollancz 
186074.0,Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5.0,4.52,Penguin Group DAW,Hardcover,662.0,2007.0,2007.0,,2017/02/07,,,read,,,,2.0,0.0,"[('the case of the missing marquess enola holmes 1', 60)]",86.0,,,,,the name of the wind the kingkiller chronicle 1,the name of the wind the kingkiller chronicle 1      Penguin Group DAW 2007.0
54776222.0,Laura Imai Messina,"Messina, Laura Imai",,"=""1419754300""","=""9781419754302""",5.0,3.87,Harry N. Abrams,Hardcover,416.0,2021.0,2020.0,2022/05/25,2022/05/21,,,read,"Such a beautiful, heartwarming book. Surely, this is a kind of book that will stay with me for long...",,,1.0,0.0,"[('the spy who came in from the cold', 58)]",86.0,,,,,the phone booth at the edge of the world,"the phone booth at the edge of the world    Such a beautiful, heartwarming book. Surely, this is a kind of book that will stay with me for long...  Harry N. Abrams 2021.0"
55262194.0,Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",0.0,3.95,,Unknown Binding,93.0,2014.0,2014.0,,2022/05/26,to-read,to-read (#274),to-read,,,,0.0,0.0,"[('the thirtynine steps', 63)]",86.0,,,,,the lightning tree,the lightning tree     to-read  2014.0
34051011.0,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0.0,4.34,Grand Central Publishing,Kindle Edition,496.0,2017.0,2017.0,,2022/05/24,to-read,to-read (#273),to-read,,,,0.0,0.0,"[('player piano', 50)]",60.0,,,,,pachinko,pachinko     to-read Grand Central Publishing 2017.0
43575115.0,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",3.0,3.84,Doubleday,Hardcover,498.0,2019.0,2019.0,2022/05/21,2020/06/13,,,read,,,,1.0,0.0,"[('the pale horse', 67)]",86.0,,,,,the starless sea,the starless sea      Doubleday 2019.0
31050467.0,Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5.0,4.71,Bloomsbury USA Childrens,ebook,992.0,2018.0,2018.0,,2016/10/19,,,read,,,,1.0,0.0,"[('house of a thousand lanterns', 50)]",86.0,,,,,kingdom of ash throne of glass 7,kingdom of ash throne of glass 7      Bloomsbury USA Childrens 2018.0
40132775.0,Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",0.0,4.43,Bloomsbury Publishing,Hardcover,805.0,2022.0,2022.0,,2022/01/23,currently-reading,currently-reading (#4),currently-reading,,,,1.0,0.0,"[('house of a thousand lanterns', 54)]",86.0,,,,,house of sky and breath crescent city 2,house of sky and breath crescent city 2     currently-reading Bloomsbury Publishing 2022.0
55859459.0,Max Barry,"Barry, Max",,"=""0593085205""","=""9780593085202""",4.0,3.75,G.P. Putnam's Sons,Hardcover,336.0,2021.0,2021.0,2022/02/16,2022/02/09,,,read,,,,1.0,0.0,"[('the murder of roger ackroyd', 64)]",86.0,,,,,the 22 murders of madison may,the 22 murders of madison may      G.P. Putnam's Sons 2021.0
17699855.0,Cassandra Clare,"Clare, Cassandra",,"=""140635810X""","=""9781406358100""",5.0,4.41,Walker Books,Hardcover,656.0,2021.0,2021.0,2022/02/08,2016/04/08,,,read,,,,1.0,0.0,"[('alice or the mysteries', 54)]",86.0,,,,,chain of iron the last hours 2,chain of iron the last hours 2      Walker Books 2021.0
17699853.0,Cassandra Clare,"Clare, Cassandra",,"=""1481431870""","=""9781481431873""",5.0,4.37,Margaret K. McElderry Books,Hardcover,582.0,2020.0,2020.0,2022/02/05,2016/04/08,,,read,,,,1.0,0.0,"[('harry potter and the deathly hallows', 52)]",86.0,,,,,chain of gold the last hours 1,chain of gold the last hours 1      Margaret K. McElderry Books 2020.0
56732449.0,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",5.0,4.11,"A Jove Book, Berkley",Paperback,356.0,2021.0,2021.0,2022/01/31,2022/01/31,,,read,Can’t believe I finished this book within less than a day. Well I was pretty much hooked from the very beginning till the end. <br/>Was there anything special that sets it apart from any other rom-com book? Probably not but who cares when Adam Carlsen is here ,,,1.0,0.0,"[('the riddle of the sands', 62)]",86.0,,,,,the love hypothesis,"the love hypothesis    Can’t believe I finished this book within less than a day. Well I was pretty much hooked from the very beginning till the end. <br/>Was there anything special that sets it apart from any other rom-com book? Probably not but who cares when Adam Carlsen is here   A Jove Book, Berkley 2021.0"
44778083.0,Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",3.0,4.45,Bloomsbury Publishing,Hardcover,803.0,2020.0,2020.0,2022/01/23,2019/09/13,,,read,,,,1.0,0.0,"[('house of a thousand lanterns', 56)]",86.0,,,,,house of earth and blood crescent city 1,house of earth and blood crescent city 1      Bloomsbury Publishing 2020.0
56769614.0,Lemony Snicket,"Snicket, Lemony",,"=""1324090626""","=""9781324090625""",0.0,3.85,Liveright,Hardcover,158.0,2021.0,2021.0,,2022/01/23,to-read,to-read (#272),to-read,,,,0.0,0.0,"[('postern of fate', 57)]",86.0,,,,,poison for breakfast,poison for breakfast     to-read Liveright 2021.0
56305028.0,Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0759557632""","=""9780759557635""",0.0,4.19,"Little, Brown and Company",Hardcover,359.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#271),to-read,,,,0.0,0.0,"[('the murder at the vicarage', 51)]",86.0,,,,,the hawthorne legacy the inheritance games 2,"the hawthorne legacy the inheritance games 2     to-read Little, Brown and Company 2021.0"
57812106.0,Angeline Boulley,"Boulley, Angeline",,"=""""","=""""",0.0,4.31,Henry Holt and Co. (BYR),Hardcover,494.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#270),to-read,,,,0.0,0.0,"[('firestarter', 58)]",60.0,,,,,firekeepers daughter,firekeepers daughter     to-read Henry Holt and Co. (BYR) 2021.0
53438195.0,Genevieve Gornichec,"Gornichec, Genevieve",,"=""059309994X""","=""9780593099940""",0.0,4.04,Ace,Hardcover,359.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#269),to-read,,,,0.0,0.0,"[('the switch', 69)]",86.0,,,,,the witchs heart,the witchs heart     to-read Ace 2021.0
52694527.0,John Gwynne,"Gwynne, John",,"=""0356514188""","=""9780356514185""",0.0,4.2,Orbit,Hardcover,480.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#268),to-read,,,,0.0,0.0,"[('the wisdom of father brown', 54)]",86.0,,,,,the shadow of the gods the bloodsworn saga 1,the shadow of the gods the bloodsworn saga 1     to-read Orbit 2021.0
55559887.0,Naomi Novik,"Novik, Naomi",,"=""0593128869""","=""9780593128862""",0.0,4.23,Del Rey,Hardcover,388.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#267),to-read,,,,0.0,0.0,"[('the law and the lady', 58)]",86.0,,,,,the last graduate the scholomance 2,the last graduate the scholomance 2     to-read Del Rey 2021.0
53205888.0,T.J. Klune,"Klune, T.J.",,"=""1250217342""","=""9781250217349""",0.0,4.12,Tor Books,Hardcover,376.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#266),to-read,,,,0.0,0.0,"[('the shivering sands', 59)]",86.0,,,,,under the whispering door,under the whispering door     to-read Tor Books 2021.0
57175097.0,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",0.0,4.3,St. Martin's Press,Hardcover,454.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#265),to-read,,,,0.0,0.0,"[('the house of the four winds', 68)]",90.0,,,,,the four winds,the four winds     to-read St. Martin's Press 2021.0
56597885.0,Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",0.0,3.53,"Farrar, Straus and Giroux",Hardcover,356.0,2021.0,2021.0,,2022/01/05,to-read,to-read (#264),to-read,,,,0.0,0.0,"[('saving the world and other extreme sports', 49)]",86.0,,,,,beautiful world where are you,"beautiful world where are you     to-read Farrar, Straus and Giroux 2021.0"
1857440.0,David  Wong,"Wong, David",Jason Pargin,"=""0978970764""","=""9780978970765""",0.0,3.87,Permuted Pr,Paperback,362.0,2007.0,2007.0,,2021/12/24,to-read,to-read (#263),to-read,,,,0.0,0.0,"[('death comes as the end', 58)]",86.0,,,,,john dies at the end john dies at the end 1,john dies at the end john dies at the end 1     to-read Permuted Pr 2007.0
